Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
4924941;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;2;;;68712;527899.34;1178671.98;2013-12-05T00:00:00
4924959;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;3;;;68712;527939.75;1178662.95;2013-12-05T00:00:00
4924967;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;4;;;68712;527952.90;1178655.97;2013-12-05T00:00:00
4924975;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;5;;;68712;527964.36;1178653.33;2013-12-05T00:00:00
4924983;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;6;;;68712;527973.90;1178647.12;2013-12-05T00:00:00
4924991;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;7;;;68712;527968.82;1178608.96;2019-12-04T00:00:00
4925009;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;8;;;68712;527722.31;1178766.46;2013-12-05T00:00:00
4925017;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;9;;;68712;528058.73;1178627.34;2013-12-05T00:00:00
4925025;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;10;;;68712;527994.02;1178602.09;2019-12-04T00:00:00
4925041;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;14;;;68712;528028.01;1178627.53;2013-12-05T00:00:00
4925050;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;15;;;68712;528058.53;1178611.32;2013-12-05T00:00:00
4925068;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;16;;;68712;528076.42;1178608.52;2013-12-05T00:00:00
4925076;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;17;;;68712;528086.87;1178601.57;2013-12-05T00:00:00
4925084;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;18;;;68712;528107.11;1178604.40;2019-12-04T00:00:00
4925092;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;20;;;68712;528158.68;1178616.86;2013-12-05T00:00:00
4925106;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;21;;;68712;528166.89;1178620.04;2019-12-04T00:00:00
4925114;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;22;;;68712;528186.27;1178625.97;2013-12-05T00:00:00
4925122;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;23;;;68712;527712.63;1178194.02;2013-12-05T00:00:00
4925131;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;24;;;68712;528222.58;1178644.46;2013-12-05T00:00:00
4925149;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;25;;;68712;528240.43;1178651.04;2013-12-05T00:00:00
4925157;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;26;;;68712;528258.10;1178649.35;2013-12-05T00:00:00
4925165;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;27;;;68712;528268.20;1178653.40;2013-12-05T00:00:00
4925173;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;28;;;68712;528287.06;1178656.56;2013-12-05T00:00:00
4925181;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;29;;;68712;528297.46;1178650.82;2013-12-05T00:00:00
4925190;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;30;;;68712;528313.02;1178653.43;2013-12-05T00:00:00
4925203;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;31;;;68712;528327.13;1178704.83;2013-12-05T00:00:00
4925211;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;32;;;68712;528072.97;1178567.05;2013-12-05T00:00:00
4925220;592404;Nedachlebice;;;;;102130;Nedachlebice;;;и.p.;33;;;68712;527747.06;1178155.91;2013-12-05T00:00:00
