Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
14758822;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;28;;;37821;728825.50;1143465.13;2013-12-04T00:00:00
14758831;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;29;;;37821;728715.38;1143152.50;2013-12-04T00:00:00
14758849;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;30;;;37821;728782.06;1143475.50;2013-12-04T00:00:00
14758857;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;31;;;37821;728775.44;1143485.00;2013-12-04T00:00:00
14758873;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;33;;;37821;728676.69;1143106.13;2013-12-04T00:00:00
14758881;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;34;;;37821;728641.81;1143109.25;2013-12-04T00:00:00
14758890;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;35;;;37821;728613.75;1143102.38;2013-12-04T00:00:00
14758903;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;36;;;37821;728563.31;1143105.75;2013-12-04T00:00:00
14758911;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;37;;;37821;728664.56;1143144.50;2013-12-04T00:00:00
14758920;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;38;;;37821;728627.44;1143147.13;2013-12-04T00:00:00
14758938;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;39;;;37821;728773.87;1143208.59;2013-12-04T00:00:00
14758946;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;40;;;37821;728597.44;1143153.25;2013-12-04T00:00:00
26118637;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;41;;;37821;728866.00;1143209.00;2013-12-04T00:00:00
27365328;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;42;;;37821;728891.59;1143193.12;2013-12-04T00:00:00
72969849;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;43;;;37821;728504.67;1143084.35;2014-08-11T00:00:00
79626769;507695;Zбhoшн;;;;;121720;Zбhoшн;;;и.p.;44;;;37821;728902.42;1143098.84;2019-07-30T00:00:00
