Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
1498851;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;1;;;26712;762886.00;1049828.50;2013-12-05T00:00:00
1498860;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;2;;;26712;763285.25;1049599.88;2013-12-05T00:00:00
1498878;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;3;;;26712;763060.88;1049821.25;2013-12-05T00:00:00
1498886;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;4;;;26712;763155.50;1049215.38;2013-12-05T00:00:00
1498894;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;5;;;26712;763040.19;1049789.13;2013-12-05T00:00:00
1498908;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;6;;;26712;763054.69;1049785.63;2013-12-05T00:00:00
1498916;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;7;;;26712;763107.81;1049839.13;2013-12-05T00:00:00
1498924;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;8;;;26712;763093.00;1049796.38;2013-12-05T00:00:00
1498932;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;9;;;26712;763061.50;1049334.75;2013-12-05T00:00:00
1498941;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;10;;;26712;763193.56;1049398.88;2013-12-05T00:00:00
1498959;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;11;;;26712;763141.94;1049670.13;2013-12-05T00:00:00
1498967;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;12;;;26712;763128.56;1049512.75;2013-12-05T00:00:00
1498975;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;13;;;26712;763158.63;1049651.13;2013-12-05T00:00:00
1498983;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;14;;;26712;763185.38;1049635.50;2013-12-05T00:00:00
1498991;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;15;;;26712;763169.38;1049627.13;2013-12-05T00:00:00
1499009;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;16;;;26712;763185.50;1049597.38;2013-12-05T00:00:00
1499017;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;17;;;26712;763167.38;1049569.88;2013-12-05T00:00:00
1499025;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;18;;;26712;763122.13;1049492.63;2013-12-05T00:00:00
1499033;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;19;;;26712;763065.25;1049471.13;2013-12-05T00:00:00
1499041;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;20;;;26712;763128.06;1049431.88;2013-12-05T00:00:00
1499050;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;21;;;26712;763124.06;1049382.63;2013-12-05T00:00:00
1499068;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;22;;;26712;763103.69;1049367.88;2013-12-05T00:00:00
1499076;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;23;;;26712;763121.81;1049325.50;2013-12-05T00:00:00
1499084;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;24;;;26712;763171.31;1049386.00;2013-12-05T00:00:00
1499092;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;25;;;26712;763201.94;1049451.13;2013-12-05T00:00:00
1499106;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;26;;;26712;762381.75;1049798.25;2013-12-05T00:00:00
1499114;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;27;;;26712;763117.31;1049702.38;2013-12-05T00:00:00
1499122;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;28;;;26712;763144.75;1049692.13;2013-12-05T00:00:00
1499131;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;29;;;26712;763236.38;1049626.75;2013-12-05T00:00:00
1499149;533670;Chrustenice;;;;;54402;Chrustenice;;;и.p.;30;;;26712;763099.31;1049698.13;2013-12-05T00:00:00
