Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
296562;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;1;;;39843;756827.44;1116710.88;2013-12-04T00:00:00
296571;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;2;;;39843;756746.69;1116696.25;2013-12-04T00:00:00
296589;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;3;;;39843;756750.38;1116723.25;2013-12-04T00:00:00
296597;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;4;;;39843;756803.94;1116761.25;2013-12-04T00:00:00
296601;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;5;;;39843;757054.50;1116686.25;2013-12-04T00:00:00
296619;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;6;;;39843;757196.56;1116652.13;2013-12-04T00:00:00
296627;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;7;;;39843;757235.63;1116638.63;2013-12-04T00:00:00
296635;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;8;;;39843;757267.56;1116640.63;2013-12-04T00:00:00
296643;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;9;;;39843;757291.75;1116708.63;2013-12-04T00:00:00
296651;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;10;;;39843;757266.31;1116687.50;2013-12-04T00:00:00
296660;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;11;;;39843;757194.38;1116722.13;2013-12-04T00:00:00
296678;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;12;;;39843;757114.25;1116699.38;2013-12-04T00:00:00
296686;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;13;;;39843;757611.19;1117060.13;2013-12-04T00:00:00
296694;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;14;;;39843;758137.00;1117376.25;2013-12-04T00:00:00
296708;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;16;;;39843;756896.56;1116723.13;2013-12-04T00:00:00
296716;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;17;;;39843;757073.31;1116697.75;2013-12-04T00:00:00
296724;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;18;;;39843;757289.44;1116644.00;2013-12-04T00:00:00
296732;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;19;;;39843;757023.25;1116689.38;2013-12-04T00:00:00
296741;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;20;;;39843;757251.31;1116690.00;2013-12-04T00:00:00
296759;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;21;;;39843;757136.50;1116653.63;2013-12-04T00:00:00
296767;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;22;;;39843;757076.13;1116662.75;2013-12-04T00:00:00
296775;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;23;;;39843;757006.38;1116686.50;2013-12-04T00:00:00
296783;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;24;;;39843;757348.56;1116630.88;2013-12-04T00:00:00
296791;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;25;;;39843;757034.19;1116709.63;2013-12-04T00:00:00
296805;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;26;;;39843;756982.88;1116676.25;2013-12-04T00:00:00
296813;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;27;;;39843;757485.00;1117119.75;2013-12-04T00:00:00
296821;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;28;;;39843;756766.78;1116721.34;2013-12-04T00:00:00
296830;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;29;;;39843;757014.81;1116709.25;2013-12-04T00:00:00
296848;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;32;;;39843;757498.44;1116663.38;2013-12-04T00:00:00
296856;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;33;;;39843;757205.63;1116685.00;2013-12-04T00:00:00
296864;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;34;;;39843;757107.69;1116652.75;2013-12-04T00:00:00
296872;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;35;;;39843;758073.31;1117498.63;2013-12-04T00:00:00
296881;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;36;;;39843;757250.25;1116714.50;2013-12-04T00:00:00
296899;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;37;;;39843;757459.50;1116636.00;2013-12-04T00:00:00
25343068;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;38;;;39843;757120.25;1116572.00;2013-12-04T00:00:00
26624150;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;39;;;39843;757375.00;1116649.00;2013-12-04T00:00:00
26747260;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;40;;;39843;757402.98;1116649.16;2013-12-04T00:00:00
27998142;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;42;;;39843;756992.00;1116711.00;2013-12-04T00:00:00
28117867;529877;Okrouhlá;;;;;9326;Okrouhlá;;;è.p.;41;;;39843;756839.30;1116762.83;2013-12-04T00:00:00
