Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
12576662;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;1;;;26724;773859.38;1065133.63;2013-12-01T00:00:00
12576671;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;2;;;26724;773837.63;1065114.88;2013-12-01T00:00:00
12576689;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;3;;;26724;773805.13;1065094.75;2013-12-01T00:00:00
12576697;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;4;;;26724;773771.56;1065076.38;2013-12-01T00:00:00
12576701;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;5;;;26724;773748.88;1065072.75;2013-12-01T00:00:00
12576719;531588;Neumìtely;;;;;104205;Neumìtely;12556;V Chaloupkách;è.p.;6;;;26724;773837.31;1065214.50;2013-12-01T00:00:00
12576727;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;7;;;26724;773714.56;1065053.88;2013-12-01T00:00:00
12576735;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;8;;;26724;773676.75;1065046.13;2013-12-01T00:00:00
12576743;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;9;;;26724;773482.38;1064942.25;2013-12-01T00:00:00
12576751;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;10;;;26724;773635.88;1065015.38;2013-12-01T00:00:00
12576760;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;11;;;26724;773619.94;1065001.88;2013-12-01T00:00:00
12576778;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;12;;;26724;773579.38;1064987.25;2013-12-01T00:00:00
12576786;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;13;;;26724;773550.31;1064975.88;2013-12-01T00:00:00
12576794;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;14;;;26724;773509.75;1064936.00;2013-12-01T00:00:00
12576808;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;15;;;26724;773634.21;1065053.70;2013-12-01T00:00:00
12576816;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;16;;;26724;773445.94;1064911.75;2013-12-01T00:00:00
12576824;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;17;;;26724;773387.75;1064868.75;2013-12-01T00:00:00
12576832;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;18;;;26724;773365.94;1064843.13;2013-12-01T00:00:00
12576841;531588;Neumìtely;;;;;104205;Neumìtely;12530;Pøíbramská;è.p.;19;;;26724;774046.94;1065096.50;2013-12-01T00:00:00
12576859;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;20;;;26724;773371.13;1064805.63;2013-12-01T00:00:00
12576867;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;21;;;26724;773411.69;1064810.25;2013-12-01T00:00:00
12576875;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;22;;;26724;773452.56;1064826.50;2013-12-01T00:00:00
12576883;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;23;;;26724;773465.54;1064825.70;2013-12-01T00:00:00
12576891;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;24;;;26724;773520.50;1064850.00;2013-12-01T00:00:00
12576905;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;25;;;26724;773553.06;1064864.63;2013-12-01T00:00:00
12576913;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;26;;;26724;773577.94;1064864.50;2013-12-01T00:00:00
12576921;531588;Neumìtely;;;;;104205;Neumìtely;12530;Pøíbramská;è.p.;27;;;26724;774170.00;1065155.38;2013-12-01T00:00:00
12576930;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;28;;;26724;773582.88;1064931.13;2013-12-01T00:00:00
12576948;531588;Neumìtely;;;;;104205;Neumìtely;12521;Pod Kuchyòkou;è.p.;29;;;26724;774161.25;1065217.38;2013-12-01T00:00:00
12576956;531588;Neumìtely;;;;;104205;Neumìtely;12548;Radotínská;è.p.;30;;;26724;773601.94;1064898.88;2013-12-01T00:00:00
12576964;531588;Neumìtely;;;;;104205;Neumìtely;12513;Námìstí;è.p.;31;;;26724;773631.38;1064911.38;2013-12-01T00:00:00
