Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
12588903;535516;Boseò;;;;;8273;Boseò;;;è.p.;1;;;29501;694251.50;1002566.31;2013-12-04T00:00:00
12588911;535516;Boseò;;;;;8273;Boseò;;;è.p.;2;;;29501;694266.00;1002581.19;2013-12-04T00:00:00
12588920;535516;Boseò;;;;;8273;Boseò;;;è.p.;3;;;29501;694240.06;1002598.50;2013-12-04T00:00:00
12588938;535516;Boseò;;;;;8273;Boseò;;;è.p.;4;;;29501;694146.81;1002372.44;2013-12-04T00:00:00
12588946;535516;Boseò;;;;;8273;Boseò;;;è.p.;5;;;29501;694243.06;1002628.69;2013-12-04T00:00:00
12588954;535516;Boseò;;;;;8273;Boseò;;;è.p.;6;;;29501;694246.31;1002646.13;2013-12-04T00:00:00
12588962;535516;Boseò;;;;;8273;Boseò;;;è.p.;7;;;29501;694247.12;1002681.95;2013-12-04T00:00:00
12588971;535516;Boseò;;;;;8273;Boseò;;;è.p.;8;;;29501;694263.81;1002690.38;2013-12-04T00:00:00
12588989;535516;Boseò;;;;;8273;Boseò;;;è.p.;9;;;29501;694287.75;1002712.13;2013-12-04T00:00:00
12588997;535516;Boseò;;;;;8273;Boseò;;;è.p.;10;;;29501;694297.94;1002739.00;2013-12-04T00:00:00
12589012;535516;Boseò;;;;;8273;Boseò;;;è.p.;12;;;29501;694317.06;1002793.56;2013-12-04T00:00:00
12589021;535516;Boseò;;;;;8273;Boseò;;;è.p.;13;;;29501;694420.94;1002781.31;2013-12-04T00:00:00
12589039;535516;Boseò;;;;;8273;Boseò;;;è.p.;14;;;29501;694470.88;1002775.31;2013-12-04T00:00:00
12589047;535516;Boseò;;;;;8273;Boseò;;;è.p.;15;;;29501;694540.00;1002802.00;2013-12-04T00:00:00
12589055;535516;Boseò;;;;;8273;Boseò;;;è.p.;16;;;29501;694447.81;1002800.50;2013-12-04T00:00:00
12589063;535516;Boseò;;;;;8273;Boseò;;;è.p.;17;;;29501;694384.00;1002845.00;2013-12-04T00:00:00
12589071;535516;Boseò;;;;;8273;Boseò;;;è.p.;18;;;29501;694340.06;1002829.98;2013-12-04T00:00:00
12589080;535516;Boseò;;;;;8273;Boseò;;;è.p.;19;;;29501;694138.69;1002445.75;2013-12-04T00:00:00
12589098;535516;Boseò;;;;;8273;Boseò;;;è.p.;20;;;29501;694315.88;1002849.69;2013-12-04T00:00:00
12589101;535516;Boseò;;;;;8273;Boseò;;;è.p.;21;;;29501;694276.75;1002800.88;2013-12-04T00:00:00
12589110;535516;Boseò;;;;;8273;Boseò;;;è.p.;22;;;29501;694266.94;1002801.75;2013-12-04T00:00:00
12589128;535516;Boseò;;;;;8273;Boseò;;;è.p.;23;;;29501;694253.13;1002796.00;2013-12-04T00:00:00
12589136;535516;Boseò;;;;;8273;Boseò;;;è.p.;24;;;29501;694249.44;1002784.63;2013-12-04T00:00:00
12589144;535516;Boseò;;;;;8273;Boseò;;;è.p.;25;;;29501;694245.81;1002747.13;2013-12-04T00:00:00
12589152;535516;Boseò;;;;;8273;Boseò;;;è.p.;26;;;29501;694505.44;1002869.56;2013-12-04T00:00:00
12589161;535516;Boseò;;;;;8273;Boseò;;;è.p.;27;;;29501;694220.13;1002768.69;2013-12-04T00:00:00
12589179;535516;Boseò;;;;;8273;Boseò;;;è.p.;28;;;29501;694236.44;1002814.31;2013-12-04T00:00:00
12589187;535516;Boseò;;;;;8273;Boseò;;;è.p.;29;;;29501;694178.00;1002820.00;2013-12-04T00:00:00
12589195;535516;Boseò;;;;;8273;Boseò;;;è.p.;30;;;29501;694213.19;1002934.50;2013-12-04T00:00:00
12589209;535516;Boseò;;;;;8273;Boseò;;;è.p.;31;;;29501;694165.99;1002873.91;2013-12-04T00:00:00
12589217;535516;Boseò;;;;;8273;Boseò;;;è.p.;32;;;29501;694145.88;1002829.06;2013-12-04T00:00:00
12589225;535516;Boseò;;;;;8273;Boseò;;;è.p.;33;;;29501;694155.81;1002794.00;2013-12-04T00:00:00
12589233;535516;Boseò;;;;;8273;Boseò;;;è.p.;34;;;29501;694159.88;1002765.44;2013-12-04T00:00:00
12589241;535516;Boseò;;;;;8273;Boseò;;;è.p.;35;;;29501;694156.63;1002747.13;2013-12-04T00:00:00
12589250;535516;Boseò;;;;;8273;Boseò;;;è.p.;36;;;29501;693699.63;1002079.75;2013-12-04T00:00:00
12589268;535516;Boseò;;;;;8273;Boseò;;;è.p.;37;;;29501;694150.06;1002679.13;2013-12-04T00:00:00
12589276;535516;Boseò;;;;;8273;Boseò;;;è.p.;38;;;29501;694163.50;1002637.56;2013-12-04T00:00:00
12589284;535516;Boseò;;;;;8273;Boseò;;;è.p.;39;;;29501;694195.31;1002619.25;2013-12-04T00:00:00
12589292;535516;Boseò;;;;;8273;Boseò;;;è.p.;40;;;29501;694233.00;1002843.00;2013-12-04T00:00:00
12589306;535516;Boseò;;;;;8273;Boseò;;;è.p.;41;;;29501;694042.31;1002380.81;2013-12-04T00:00:00
12589314;535516;Boseò;;;;;8273;Boseò;;;è.p.;42;;;29501;694042.53;1002271.11;2013-12-04T00:00:00
12589322;535516;Boseò;;;;;8273;Boseò;;;è.p.;43;;;29501;694256.81;1002545.94;2013-12-04T00:00:00
12589331;535516;Boseò;;;;;8273;Boseò;;;è.p.;44;;;29501;694496.71;1002813.43;2018-05-03T00:00:00
12589349;535516;Boseò;;;;;8273;Boseò;;;è.p.;45;;;29501;694187.56;1002799.69;2013-12-04T00:00:00
12589357;535516;Boseò;;;;;8273;Boseò;;;è.p.;46;;;29501;693733.34;1001913.00;2019-07-03T00:00:00
12589365;535516;Boseò;;;;;8273;Boseò;;;è.p.;47;;;29501;694425.00;1002815.00;2013-12-04T00:00:00
12589373;535516;Boseò;;;;;8273;Boseò;;;è.p.;48;;;29501;694216.31;1003005.13;2013-12-04T00:00:00
12589381;535516;Boseò;;;;;8273;Boseò;;;è.p.;49;;;29501;694210.38;1002995.00;2013-12-04T00:00:00
12589390;535516;Boseò;;;;;8273;Boseò;;;è.p.;50;;;29501;694262.06;1002832.63;2013-12-04T00:00:00
12589403;535516;Boseò;;;;;8273;Boseò;;;è.p.;51;;;29501;694182.25;1002726.75;2013-12-04T00:00:00
12589411;535516;Boseò;;;;;8273;Boseò;;;è.p.;52;;;29501;694179.50;1003082.50;2013-12-04T00:00:00
12589438;535516;Boseò;;;;;8273;Boseò;;;è.p.;54;;;29501;694254.81;1002910.19;2013-12-04T00:00:00
12589446;535516;Boseò;;;;;8273;Boseò;;;è.p.;55;;;29501;694199.75;1002964.50;2013-12-04T00:00:00
12589462;535516;Boseò;;;;;8273;Boseò;;;è.p.;57;;;29501;694005.81;1003127.81;2013-12-04T00:00:00
12589471;535516;Boseò;;;;;8273;Boseò;;;è.p.;58;;;29501;694185.00;1002936.81;2013-12-04T00:00:00
12589489;535516;Boseò;;;;;8273;Boseò;;;è.p.;59;;;29501;694016.56;1003109.25;2013-12-04T00:00:00
12589497;535516;Boseò;;;;;8273;Boseò;;;è.p.;60;;;29501;694304.81;1002784.19;2013-12-04T00:00:00
12589501;535516;Boseò;;;;;8273;Boseò;;;è.p.;61;;;29501;694242.19;1002962.19;2013-12-04T00:00:00
12589519;535516;Boseò;;;;;8273;Boseò;;;è.p.;62;;;29501;693788.94;1001966.31;2013-12-04T00:00:00
12589527;535516;Boseò;;;;;8273;Boseò;;;è.p.;63;;;29501;694306.88;1002707.19;2013-12-04T00:00:00
12589535;535516;Boseò;;;;;8273;Boseò;;;è.p.;64;;;29501;694132.19;1002879.81;2013-12-04T00:00:00
12589543;535516;Boseò;;;;;8273;Boseò;;;è.p.;65;;;29501;694156.31;1002936.25;2013-12-04T00:00:00
12589551;535516;Boseò;;;;;8273;Boseò;;;è.p.;66;;;29501;694171.00;1002902.63;2013-12-04T00:00:00
12589560;535516;Boseò;;;;;8273;Boseò;;;è.p.;67;;;29501;694407.50;1002786.63;2013-12-04T00:00:00
12589578;535516;Boseò;;;;;8273;Boseò;;;è.p.;68;;;29501;694352.69;1002792.75;2013-12-04T00:00:00
12589586;535516;Boseò;;;;;8273;Boseò;;;è.p.;69;;;29501;694346.25;1002800.69;2013-12-04T00:00:00
12589594;535516;Boseò;;;;;8273;Boseò;;;è.p.;70;;;29501;694546.56;1002849.19;2013-12-04T00:00:00
12589608;535516;Boseò;;;;;8273;Boseò;;;è.p.;71;;;29501;694280.81;1002791.94;2013-12-04T00:00:00
12589616;535516;Boseò;;;;;8273;Boseò;;;è.p.;72;;;29501;694185.50;1002470.63;2013-12-04T00:00:00
12589624;535516;Boseò;;;;;8273;Boseò;;;è.p.;73;;;29501;694201.38;1002481.63;2013-12-04T00:00:00
12589632;535516;Boseò;;;;;8273;Boseò;;;è.p.;74;;;29501;694251.25;1003108.56;2013-12-04T00:00:00
