Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
8826901;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;1;;;39301;694374.88;1119640.25;2013-12-04T00:00:00
8826919;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;4;;;39301;694209.38;1119601.63;2013-12-04T00:00:00
8826927;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;6;;;39301;694229.31;1119717.63;2013-12-04T00:00:00
8826935;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;7;;;39301;694192.19;1119738.38;2013-12-04T00:00:00
8826943;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;8;;;39301;694262.13;1119662.88;2013-12-04T00:00:00
8826951;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;9;;;39301;694304.31;1119703.63;2013-12-04T00:00:00
8826960;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;10;;;39301;694315.69;1119719.25;2013-12-04T00:00:00
8826978;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;11;;;39301;694723.06;1118605.13;2013-12-04T00:00:00
8826986;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;12;;;39301;694160.19;1119748.13;2013-12-04T00:00:00
8826994;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;13;;;39301;694213.44;1119696.00;2013-12-04T00:00:00
8827001;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;14;;;39301;694172.94;1119662.38;2013-12-04T00:00:00
8827010;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;15;;;39301;694141.19;1119599.00;2013-12-04T00:00:00
8827028;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;16;;;39301;694372.56;1119654.88;2013-12-04T00:00:00
8827036;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;17;;;39301;694453.00;1119783.50;2013-12-04T00:00:00
8827044;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;18;;;39301;694338.44;1119772.75;2013-12-04T00:00:00
8827052;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;19;;;39301;694323.13;1119659.25;2013-12-04T00:00:00
8827061;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;20;;;39301;694040.50;1119813.25;2013-12-04T00:00:00
8827079;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;21;;;39301;694018.19;1119538.88;2013-12-04T00:00:00
8827087;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;22;;;39301;694259.72;1119681.54;2013-12-04T00:00:00
8827095;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;23;;;39301;694091.19;1119655.25;2013-12-04T00:00:00
8827109;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;24;;;39301;694079.25;1119648.00;2013-12-04T00:00:00
8827117;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;25;;;39301;694275.19;1119609.25;2013-12-04T00:00:00
8827125;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;26;;;39301;694732.69;1118572.50;2013-12-04T00:00:00
8827133;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;27;;;39301;694130.75;1119731.88;2013-12-04T00:00:00
8827141;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;28;;;39301;694204.49;1119656.56;2013-12-04T00:00:00
8827150;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;29;;;39301;694326.25;1119726.13;2013-12-04T00:00:00
8827168;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.p.;30;;;39301;694138.38;1119674.00;2013-12-04T00:00:00
8827176;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.ev.;1;;;39301;694630.18;1118471.35;2013-12-04T00:00:00
8827184;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.ev.;2;;;39301;694601.75;1118549.13;2013-12-04T00:00:00
8827192;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.ev.;3;;;39301;694640.44;1118509.13;2013-12-04T00:00:00
8827206;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.ev.;4;;;39301;694650.94;1118422.75;2013-12-04T00:00:00
8827214;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.ev.;5;;;39301;;;2011-07-01T00:00:00
8827222;561371;Krasíkovice;;;;;73211;Krasíkovice;;;è.ev.;6;;;39301;694563.40;1118102.26;2017-09-20T00:00:00
