Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
10677771;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;1;;;67176;618618.17;1181405.30;2013-12-06T00:00:00
10677780;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;2;;;67176;618885.22;1181149.96;2013-12-06T00:00:00
10677798;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;3;;;67176;618607.66;1181292.12;2013-12-06T00:00:00
10677801;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;4;;;67176;618619.57;1181352.64;2013-12-06T00:00:00
10677810;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;5;;;67176;618634.11;1181361.73;2013-12-06T00:00:00
10677828;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;6;;;67176;618658.75;1181365.04;2013-12-06T00:00:00
10677836;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;7;;;67176;618678.29;1181322.12;2013-12-06T00:00:00
10677844;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;8;;;67176;618760.90;1181281.45;2013-12-06T00:00:00
10677852;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;9;;;67176;618798.49;1181159.57;2013-12-06T00:00:00
10677861;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;10;;;67176;618820.29;1181276.82;2013-12-06T00:00:00
10677879;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;11;;;67176;618828.89;1181260.40;2013-12-06T00:00:00
10677887;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;12;;;67176;618837.33;1181247.55;2013-12-06T00:00:00
10677895;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;13;;;67176;618853.82;1181241.73;2013-12-06T00:00:00
10677909;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;14;;;67176;618870.83;1181243.55;2013-12-06T00:00:00
10677917;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;15;;;67176;618891.00;1181236.82;2013-12-06T00:00:00
10677925;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;16;;;67176;618911.17;1181219.72;2013-12-06T00:00:00
10677933;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;17;;;67176;618933.05;1181211.76;2013-12-06T00:00:00
10677941;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;18;;;67176;618940.68;1181190.39;2013-12-06T00:00:00
10677950;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;19;;;67176;618969.75;1181179.17;2013-12-06T00:00:00
10677968;593788;Bohutice;;;;;6670;Bohutice;;;и.p.;20;;;67176;618988.95;1181168.57;2013-12-06T00:00:00
