Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
17305641;562386;Hamr;;;;;37010;Hamr;;;и.p.;1;;;37806;724393.63;1172858.75;2013-12-04T00:00:00
17305659;562386;Hamr;;;;;37010;Hamr;;;и.p.;2;;;37806;724241.00;1172892.00;2013-12-04T00:00:00
17305667;562386;Hamr;;;;;37010;Hamr;;;и.p.;3;;;37806;724193.44;1173012.13;2013-12-04T00:00:00
17305675;562386;Hamr;;;;;37010;Hamr;;;и.p.;4;;;37806;724196.19;1173031.38;2013-12-04T00:00:00
17305683;562386;Hamr;;;;;37010;Hamr;;;и.p.;5;;;37806;724151.06;1172980.88;2013-12-04T00:00:00
17305691;562386;Hamr;;;;;37010;Hamr;;;и.p.;6;;;37806;724139.31;1173079.13;2013-12-04T00:00:00
17305705;562386;Hamr;;;;;37010;Hamr;;;и.p.;7;;;37806;724182.31;1173088.00;2013-12-04T00:00:00
17305713;562386;Hamr;;;;;37010;Hamr;;;и.p.;8;;;37806;724256.76;1173058.43;2015-10-23T00:00:00
17305721;562386;Hamr;;;;;37010;Hamr;;;и.p.;9;;;37806;724192.94;1173047.38;2013-12-04T00:00:00
17305730;562386;Hamr;;;;;37010;Hamr;;;и.p.;10;;;37806;724238.00;1173063.00;2013-12-04T00:00:00
17305748;562386;Hamr;;;;;37010;Hamr;;;и.p.;11;;;37806;724284.50;1173072.63;2013-12-04T00:00:00
17305756;562386;Hamr;;;;;37010;Hamr;;;и.p.;12;;;37806;724324.56;1173102.88;2013-12-04T00:00:00
17305764;562386;Hamr;;;;;37010;Hamr;;;и.p.;13;;;37806;724190.69;1173094.63;2013-12-04T00:00:00
17305772;562386;Hamr;;;;;37010;Hamr;;;и.p.;14;;;37806;724223.00;1173105.50;2013-12-04T00:00:00
17305781;562386;Hamr;;;;;37010;Hamr;;;и.p.;15;;;37806;724251.11;1173122.49;2013-12-04T00:00:00
17305799;562386;Hamr;;;;;37010;Hamr;;;и.p.;16;;;37806;724245.69;1173132.50;2013-12-04T00:00:00
17305802;562386;Hamr;;;;;37010;Hamr;;;и.p.;17;;;37806;724259.50;1173140.63;2013-12-04T00:00:00
17305811;562386;Hamr;;;;;37010;Hamr;;;и.p.;18;;;37806;724279.88;1173183.38;2013-12-04T00:00:00
17305829;562386;Hamr;;;;;37010;Hamr;;;и.p.;19;;;37806;724323.63;1173156.13;2013-12-04T00:00:00
17305837;562386;Hamr;;;;;37010;Hamr;;;и.p.;20;;;37806;724380.13;1173234.38;2013-12-04T00:00:00
17305845;562386;Hamr;;;;;37010;Hamr;;;и.p.;21;;;37806;724426.25;1173243.00;2013-12-04T00:00:00
17305853;562386;Hamr;;;;;37010;Hamr;;;и.p.;22;;;37806;724499.00;1173280.75;2013-12-04T00:00:00
17305861;562386;Hamr;;;;;37010;Hamr;;;и.p.;23;;;37806;724566.13;1173337.38;2013-12-04T00:00:00
17305870;562386;Hamr;;;;;37010;Hamr;;;и.p.;24;;;37806;724518.69;1173313.00;2013-12-04T00:00:00
17305888;562386;Hamr;;;;;37010;Hamr;;;и.p.;25;;;37806;724533.13;1173347.63;2013-12-04T00:00:00
17305896;562386;Hamr;;;;;37010;Hamr;;;и.p.;26;;;37806;724554.56;1173412.88;2013-12-04T00:00:00
17305900;562386;Hamr;;;;;37010;Hamr;;;и.p.;27;;;37806;724221.00;1172877.00;2013-12-04T00:00:00
17305918;562386;Hamr;;;;;37010;Hamr;;;и.p.;28;;;37806;724593.88;1173531.50;2013-12-04T00:00:00
17305926;562386;Hamr;;;;;37010;Hamr;;;и.p.;29;;;37806;724603.69;1173551.63;2013-12-04T00:00:00
17305934;562386;Hamr;;;;;37010;Hamr;;;и.p.;30;;;37806;724646.88;1173560.25;2013-12-04T00:00:00
17305942;562386;Hamr;;;;;37010;Hamr;;;и.p.;31;;;37806;724631.94;1173529.88;2013-12-04T00:00:00
17305951;562386;Hamr;;;;;37010;Hamr;;;и.p.;32;;;37806;726790.88;1172550.88;2013-12-04T00:00:00
17305969;562386;Hamr;;;;;37010;Hamr;;;и.p.;33;;;37806;726613.45;1172630.85;2013-12-04T00:00:00
17305977;562386;Hamr;;;;;37010;Hamr;;;и.p.;34;;;37806;724390.63;1173215.00;2013-12-04T00:00:00
17305985;562386;Hamr;;;;;37010;Hamr;;;и.p.;35;;;37806;724857.63;1172628.13;2013-12-04T00:00:00
17305993;562386;Hamr;;;;;37010;Hamr;;;и.p.;36;;;37806;724641.31;1173597.00;2013-12-04T00:00:00
