Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
3099229;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;2;;;25801;711144.13;1091106.88;2013-12-01T00:00:00
3099237;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;3;;;25801;711440.38;1091079.75;2013-12-01T00:00:00
3099245;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;4;;;25801;711415.69;1091035.63;2013-12-01T00:00:00
3099253;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;5;;;25801;711540.19;1091284.88;2013-12-01T00:00:00
3099261;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;6;;;25801;711346.50;1091065.63;2013-12-01T00:00:00
3099270;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;7;;;25801;711340.50;1090998.25;2013-12-01T00:00:00
3099288;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;8;;;25801;711286.06;1091059.63;2013-12-01T00:00:00
3099296;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;9;;;25801;711273.75;1091068.00;2013-12-01T00:00:00
3099300;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;10;;;25801;711257.19;1091103.00;2013-12-01T00:00:00
3099318;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;11;;;25801;711253.56;1091122.75;2013-12-01T00:00:00
3099326;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;12;;;25801;711280.69;1091157.38;2013-12-01T00:00:00
3099334;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;13;;;25801;711325.19;1091161.88;2013-12-01T00:00:00
3099342;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;15;;;25801;711417.36;1091203.12;2013-12-01T00:00:00
3099351;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;16;;;25801;711405.00;1090934.00;2013-12-01T00:00:00
3099369;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;17;;;25801;711408.19;1091156.13;2013-12-01T00:00:00
3099377;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;19;;;25801;711532.06;1091125.75;2013-12-01T00:00:00
3099385;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;20;;;25801;711457.50;1091110.50;2013-12-01T00:00:00
3099393;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;21;;;25801;711361.88;1091182.00;2013-12-01T00:00:00
3099407;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;22;;;25801;711345.63;1091242.75;2013-12-01T00:00:00
3099415;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;25;;;25801;711539.63;1091258.75;2013-12-01T00:00:00
3099423;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;26;;;25801;711477.06;1091201.13;2013-12-01T00:00:00
3099440;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;28;;;25801;711541.69;1091182.63;2013-12-01T00:00:00
3099458;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;29;;;25801;711247.56;1091208.25;2013-12-01T00:00:00
3099466;532941;Øimovice;;;;;145751;Øimovice;;;è.p.;30;;;25801;711498.14;1091155.30;2019-10-18T00:00:00
