KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
6405983;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;1;;;25268;753985.81;1033700.81;2013-12-03T00:00:00
6405991;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;2;;;25268;753981.13;1033649.25;2013-12-03T00:00:00
6406009;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;3;;;25268;753904.25;1033630.81;2013-12-03T00:00:00
6406017;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;4;;;25268;753856.24;1033691.69;2013-12-03T00:00:00
6406025;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;5;;;25268;753887.67;1033729.81;2013-12-03T00:00:00
6406033;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;6;;;25268;753934.94;1033754.44;2013-12-03T00:00:00
6406041;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;7;;;25268;753903.31;1033755.31;2013-12-03T00:00:00
6406050;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;8;;;25268;753797.38;1033726.06;2013-12-03T00:00:00
6406068;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;9;;;25268;753779.50;1033727.63;2013-12-03T00:00:00
6406084;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;11;;;25268;753701.13;1033724.94;2013-12-03T00:00:00
6406092;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;12;;;25268;753833.75;1033808.63;2013-12-03T00:00:00
6406106;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;13;;;25268;754046.11;1033987.00;2013-12-03T00:00:00
6406114;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;14;;;25268;754090.19;1033944.56;2013-12-03T00:00:00
6406122;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;15;;;25268;754032.13;1033825.56;2013-12-03T00:00:00
6406131;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;16;;;25268;753982.88;1033743.13;2013-12-03T00:00:00
6406149;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;17;;;25268;754011.00;1033739.06;2013-12-03T00:00:00
6406157;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;18;;;25268;753993.69;1033865.94;2013-12-03T00:00:00
6406165;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;19;;;25268;753960.31;1033926.25;2013-12-03T00:00:00
6406173;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;20;;;25268;754037.88;1033882.06;2013-12-03T00:00:00
6406181;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;21;;;25268;754058.50;1033887.44;2013-12-03T00:00:00
6406190;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;22;;;25268;754055.66;1034011.91;2013-12-03T00:00:00
6406203;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;23;;;25268;754063.56;1034023.00;2013-12-03T00:00:00
6406211;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;24;;;25268;754048.44;1034036.13;2013-12-03T00:00:00
6406220;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;26;;;25268;754010.06;1034064.31;2013-12-03T00:00:00
6406238;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;27;;;25268;754000.94;1034029.31;2013-12-03T00:00:00
6406246;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;28;;;25268;753994.94;1033989.00;2013-12-03T00:00:00
6406254;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;29;;;25268;753950.50;1033897.94;2013-12-03T00:00:00
6406262;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;30;;;25268;753926.25;1033946.88;2013-12-03T00:00:00
6406271;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;31;;;25268;753903.19;1033964.88;2013-12-03T00:00:00
6406289;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;32;;;25268;753880.25;1033974.50;2013-12-03T00:00:00
6406297;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;33;;;25268;754403.13;1034059.75;2013-12-03T00:00:00
6406301;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;34;;;25268;753965.50;1033973.06;2013-12-03T00:00:00
6406319;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;35;;;25268;753857.38;1033980.44;2013-12-03T00:00:00
6406327;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;36;;;25268;753802.01;1035054.72;2013-12-03T00:00:00
6406335;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;37;;;25268;754483.44;1034026.06;2013-12-03T00:00:00
6406343;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;38;;;25268;753972.38;1033665.50;2013-12-03T00:00:00
6406351;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;39;;;25268;753909.38;1033579.25;2013-12-03T00:00:00
6406360;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;40;;;25268;753906.89;1033565.76;2013-12-03T00:00:00
6406378;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;41;;;25268;754596.44;1033862.13;2013-12-03T00:00:00
6406386;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;42;;;25268;754576.89;1033859.14;2019-07-08T00:00:00
6406394;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;43;;;25268;754524.63;1033858.75;2013-12-03T00:00:00
6406408;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;44;;;25268;754510.06;1033879.81;2013-12-03T00:00:00
6406416;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;45;;;25268;754539.93;1033897.74;2015-02-23T00:00:00
6406424;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;46;;;25268;754549.63;1033913.13;2013-12-03T00:00:00
6406432;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;47;;;25268;754569.38;1033913.38;2013-12-03T00:00:00
6406441;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;48;;;25268;754580.31;1033927.44;2013-12-03T00:00:00
6406459;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;49;;;25268;754578.75;1033946.19;2013-12-03T00:00:00
6406467;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;50;;;25268;754580.56;1034055.38;2013-12-03T00:00:00
6406475;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;51;;;25268;754670.88;1034164.52;2013-12-03T00:00:00
6406483;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;52;;;25268;754639.60;1034214.00;2013-12-03T00:00:00
6406491;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;53;;;25268;754696.44;1034211.13;2013-12-03T00:00:00
6406505;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;54;;;25268;754755.88;1034193.00;2013-12-03T00:00:00
6406513;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;55;;;25268;754706.50;1034131.31;2013-12-03T00:00:00
6406521;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;56;;;25268;754688.75;1034042.69;2013-12-03T00:00:00
6406530;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;57;;;25268;754701.00;1034051.75;2013-12-03T00:00:00
6406548;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;58;;;25268;754680.94;1034009.88;2013-12-03T00:00:00
6406556;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;59;;;25268;754650.50;1033984.69;2013-12-03T00:00:00
6406564;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;60;;;25268;754681.50;1033952.44;2013-12-03T00:00:00
6406572;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;61;;;25268;754617.81;1033964.75;2013-12-03T00:00:00
6406581;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;62;;;25268;754763.44;1034214.69;2013-12-03T00:00:00
6406599;539147;»ÌËovice;;;;;403148;»ÌËovice;;;Ë.p.;63;;;25268;754593.50;1034098.19;2013-12-03T00:00:00
