Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
19766840;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;1;;;39002;736772.81;1125842.25;2013-12-06T00:00:00
19766858;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;2;;;39002;736798.44;1125851.13;2013-12-06T00:00:00
19766866;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;3;;;39002;736865.00;1125807.63;2013-12-06T00:00:00
19766874;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;4;;;39002;736902.13;1125824.25;2013-12-06T00:00:00
19766882;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;5;;;39002;736935.00;1125822.13;2013-12-06T00:00:00
19766891;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;6;;;39002;736765.56;1125772.63;2013-12-06T00:00:00
19766904;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;7;;;39002;736995.19;1125754.75;2013-12-06T00:00:00
19766912;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;8;;;39002;737044.81;1125775.50;2013-12-06T00:00:00
19766921;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;9;;;39002;737095.50;1125849.50;2013-12-06T00:00:00
19766939;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;10;;;39002;737123.25;1125805.88;2013-12-06T00:00:00
19766947;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;11;;;39002;737100.63;1125771.75;2013-12-06T00:00:00
19766955;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;12;;;39002;737068.19;1125732.88;2013-12-06T00:00:00
19766963;560430;Zhoø u Tábora;;;;;91936;Zhoø u Tábora;;;è.p.;13;;;39002;736943.13;1125735.13;2013-12-06T00:00:00
