Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
1928601;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;1;;;67971;605230.91;1130092.48;2013-12-04T00:00:00
1928619;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;2;;;67971;605249.50;1130151.36;2013-12-04T00:00:00
1928627;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;3;;;67971;605261.58;1130179.51;2013-12-04T00:00:00
1928635;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;4;;;67971;605271.35;1130193.22;2013-12-04T00:00:00
1928643;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;5;;;67971;605309.43;1130221.00;2013-12-04T00:00:00
1928651;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;7;;;67971;605434.15;1130114.39;2013-12-04T00:00:00
1928660;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;8;;;67971;605310.68;1130255.23;2013-12-04T00:00:00
1928678;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;9;;;67971;605335.68;1130268.23;2013-12-04T00:00:00
1928686;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;10;;;67971;605334.63;1130288.00;2013-12-04T00:00:00
1928694;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;11;;;67971;605332.95;1130303.15;2013-12-04T00:00:00
1928708;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;12;;;67971;605201.03;1130143.02;2013-12-04T00:00:00
1928716;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;13;;;67971;605345.75;1130328.05;2013-12-04T00:00:00
1928724;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;14;;;67971;605373.73;1130467.26;2013-12-04T00:00:00
1928732;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;15;;;67971;605349.53;1130368.43;2013-12-04T00:00:00
1928741;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;16;;;67971;605362.96;1130118.29;2013-12-04T00:00:00
1928759;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;17;;;67971;605402.90;1130471.50;2013-12-04T00:00:00
1928767;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;18;;;67971;605371.82;1130417.12;2013-12-04T00:00:00
1928775;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;19;;;67971;605299.77;1130318.27;2013-12-04T00:00:00
1928783;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;20;;;67971;605302.29;1130295.56;2013-12-04T00:00:00
1928791;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;21;;;67971;605445.18;1130528.76;2013-12-04T00:00:00
1928805;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;22;;;67971;605284.92;1130268.05;2013-12-04T00:00:00
1928813;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;23;;;67971;605257.82;1130228.25;2013-12-04T00:00:00
1928821;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;24;;;67971;605241.22;1130210.63;2013-12-04T00:00:00
1928830;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;25;;;67971;605235.60;1130200.64;2013-12-04T00:00:00
1928848;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;26;;;67971;605655.32;1129985.67;2013-12-04T00:00:00
1928856;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;27;;;67971;605206.17;1130170.69;2013-12-04T00:00:00
1928864;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;28;;;67971;605149.50;1130161.80;2013-12-04T00:00:00
1928872;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;29;;;67971;605380.83;1130453.62;2013-12-04T00:00:00
1928881;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;30;;;67971;605164.02;1130134.92;2013-12-04T00:00:00
1928899;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;31;;;67971;605134.88;1130120.66;2013-12-04T00:00:00
1928902;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;32;;;67971;605422.77;1130511.19;2013-12-04T00:00:00
1928911;581313;Bedøichov;;;;;1376;Bedøichov;;;è.p.;33;;;67971;605344.89;1130436.16;2013-12-04T00:00:00
