Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
11925850;578011;Chodov;;;;;52141;Chodov;;;è.p.;8;;;36464;853668.71;1028466.97;2013-12-05T00:00:00
11925876;578011;Chodov;;;;;52141;Chodov;;;è.p.;10;;;36464;853701.09;1028405.81;2013-12-05T00:00:00
11925884;578011;Chodov;;;;;52141;Chodov;;;è.p.;14;;;36464;853769.70;1028382.05;2013-12-05T00:00:00
11925892;578011;Chodov;;;;;52141;Chodov;;;è.p.;17;;;36464;853731.77;1028414.99;2013-12-05T00:00:00
11925906;578011;Chodov;;;;;52141;Chodov;;;è.p.;19;;;36464;853704.31;1028452.34;2013-12-05T00:00:00
11925922;578011;Chodov;;;;;52141;Chodov;;;è.p.;22;;;36464;853671.05;1028517.66;2013-12-05T00:00:00
11925957;578011;Chodov;;;;;52141;Chodov;;;è.p.;27;;;36464;853723.76;1028576.62;2013-12-05T00:00:00
11925973;578011;Chodov;;;;;52141;Chodov;;;è.p.;34;;;36464;853571.99;1028669.65;2013-12-05T00:00:00
11925981;578011;Chodov;;;;;52141;Chodov;;;è.p.;40;;;36464;853450.56;1028803.17;2013-12-05T00:00:00
11925990;578011;Chodov;;;;;52141;Chodov;;;è.p.;41;;;36464;853413.95;1028818.00;2013-12-05T00:00:00
11926007;578011;Chodov;;;;;52141;Chodov;;;è.p.;43;;;36464;853476.15;1028701.31;2013-12-05T00:00:00
11926015;578011;Chodov;;;;;52141;Chodov;;;è.p.;49;;;36464;853457.34;1028656.63;2013-12-05T00:00:00
11926023;578011;Chodov;;;;;52141;Chodov;;;è.p.;51;;;36464;853412.64;1028701.42;2013-12-05T00:00:00
11926031;578011;Chodov;;;;;52141;Chodov;;;è.p.;56;;;36464;853292.74;1028742.80;2013-12-05T00:00:00
11926040;578011;Chodov;;;;;52141;Chodov;;;è.p.;58;;;36464;853321.76;1028663.47;2013-12-05T00:00:00
11926066;578011;Chodov;;;;;52141;Chodov;;;è.p.;61;;;36464;853418.46;1028631.86;2013-12-05T00:00:00
11926074;578011;Chodov;;;;;52141;Chodov;;;è.p.;62;;;36464;853453.33;1028623.84;2013-12-05T00:00:00
11926082;578011;Chodov;;;;;52141;Chodov;;;è.p.;64;;;36464;853383.74;1028837.70;2013-12-05T00:00:00
11926091;578011;Chodov;;;;;52141;Chodov;;;è.p.;65;;;36464;853429.95;1028815.62;2013-12-05T00:00:00
11926104;578011;Chodov;;;;;52141;Chodov;;;è.p.;67;;;36464;853397.97;1028826.44;2013-12-05T00:00:00
11926112;578011;Chodov;;;;;52141;Chodov;;;è.p.;68;;;36464;853704.50;1028476.29;2013-12-05T00:00:00
11926139;578011;Chodov;;;;;52141;Chodov;;;è.p.;75;;;36464;853664.29;1028546.35;2013-12-05T00:00:00
11926155;578011;Chodov;;;;;52141;Chodov;;;è.p.;80;;;36464;853357.51;1028932.53;2013-12-05T00:00:00
11926171;578011;Chodov;;;;;52141;Chodov;;;è.p.;84;;;36464;853241.53;1028322.32;2013-12-05T00:00:00
11926180;578011;Chodov;;;;;52141;Chodov;;;è.p.;88;;;36464;853163.17;1028248.01;2013-12-05T00:00:00
11926198;578011;Chodov;;;;;52141;Chodov;;;è.p.;90;;;36464;853381.04;1028685.31;2013-12-05T00:00:00
