Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;Инslo domovnн;Инslo orientaиnн;Znak инsla orientaиnнho;PSИ;Souшadnice Y;Souшadnice X;Platн Od
1927604;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;207;;;67952;583972.49;1131994.73;2013-12-07T00:00:00
1927612;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;208;;;67952;583968.59;1131703.00;2013-12-07T00:00:00
1927621;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;209;;;67952;584392.14;1131607.83;2013-12-07T00:00:00
1927639;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;210;;;67952;584017.00;1131590.92;2013-12-07T00:00:00
1927647;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;211;;;67952;583982.54;1132022.70;2013-12-07T00:00:00
1927655;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;212;;;67952;584016.20;1131460.90;2013-12-07T00:00:00
1927663;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;213;;;67952;583701.20;1131684.15;2013-12-07T00:00:00
1927671;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;214;;;67952;584159.88;1131190.98;2013-12-07T00:00:00
1927680;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;215;;;67952;583994.23;1131576.66;2013-12-07T00:00:00
1927698;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;216;;;67952;584408.30;1131748.41;2013-12-07T00:00:00
1927701;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;217;;;67952;583898.12;1131782.66;2013-12-07T00:00:00
1927710;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;218;;;67952;581381.42;1132631.78;2013-12-07T00:00:00
1927728;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;219;;;67952;584199.92;1131748.33;2013-12-07T00:00:00
1927736;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;220;;;67952;583965.06;1131390.00;2013-12-07T00:00:00
1927744;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;221;;;67952;583970.02;1131406.78;2013-12-07T00:00:00
1927752;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;222;;;67952;584021.09;1131482.66;2013-12-07T00:00:00
1927761;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;223;;;67952;584604.44;1131966.09;2013-12-07T00:00:00
1927779;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;224;;;67952;583952.20;1131868.57;2013-12-07T00:00:00
1927787;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;225;;;67952;584084.32;1131405.39;2013-12-07T00:00:00
1927795;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;226;;;67952;584438.14;1131780.41;2013-12-07T00:00:00
1927809;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;227;;;67952;584059.89;1131502.44;2013-12-07T00:00:00
1927817;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;228;;;67952;584002.03;1131542.54;2013-12-07T00:00:00
1927825;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;229;;;67952;583973.90;1131809.66;2013-12-07T00:00:00
1927833;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;230;;;67952;583959.46;1131370.26;2013-12-07T00:00:00
1927841;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;231;;;67952;584109.58;1131538.14;2013-12-07T00:00:00
1927850;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;232;;;67952;583987.78;1131487.02;2013-12-07T00:00:00
1927868;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;233;;;67952;583984.02;1131474.56;2013-12-07T00:00:00
1927876;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;234;;;67952;584379.24;1131710.15;2013-12-07T00:00:00
1927884;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;235;;;67952;584222.53;1131464.76;2013-12-07T00:00:00
1927892;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;236;;;67952;583979.06;1131456.15;2013-12-07T00:00:00
1927906;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;237;;;67952;583960.92;1131444.50;2013-12-07T00:00:00
1927914;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;238;;;67952;584553.36;1131927.36;2013-12-07T00:00:00
1927922;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;239;;;67952;583967.57;1131423.30;2013-12-07T00:00:00
1927931;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;240;;;67952;584138.42;1131556.60;2013-12-07T00:00:00
1927949;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;241;;;67952;584566.88;1131942.49;2013-12-07T00:00:00
1927957;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;242;;;67952;584124.12;1131382.69;2013-12-07T00:00:00
1927965;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;243;;;67952;584451.90;1131794.75;2013-12-07T00:00:00
1927973;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;244;;;67952;584540.10;1131913.57;2013-12-07T00:00:00
1927981;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;245;;;67952;584466.91;1131809.29;2013-12-07T00:00:00
1927990;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;246;;;67952;584131.46;1131398.72;2013-12-07T00:00:00
1928007;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;247;;;67952;584370.17;1131694.78;2013-12-07T00:00:00
1928015;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;248;;;67952;584014.56;1131844.98;2021-06-04T00:00:00
1928023;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;249;;;67952;584479.25;1131824.90;2013-12-07T00:00:00
1928031;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;250;;;67952;584500.25;1131853.32;2013-12-07T00:00:00
1928040;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;251;;;67952;583991.03;1131505.49;2013-12-07T00:00:00
1928058;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;252;;;67952;584090.02;1131318.14;2013-12-07T00:00:00
1928066;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;253;;;67952;584093.91;1131325.24;2013-12-07T00:00:00
1928074;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;254;;;67952;584097.37;1131332.20;2013-12-07T00:00:00
1928082;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;255;;;67952;584100.98;1131338.11;2013-12-07T00:00:00
1928091;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;256;;;67952;584104.31;1131345.00;2013-12-07T00:00:00
1928104;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;257;;;67952;584107.97;1131351.75;2013-12-07T00:00:00
1928112;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;258;;;67952;584111.52;1131357.80;2013-12-07T00:00:00
1928121;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;259;;;67952;584115.30;1131364.90;2013-12-07T00:00:00
1928139;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;260;;;67952;584508.64;1131867.97;2013-12-07T00:00:00
1928147;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;261;;;67952;584579.10;1131954.36;2013-12-07T00:00:00
1928155;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;262;;;67952;583936.95;1131271.12;2013-12-07T00:00:00
1928163;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;263;;;67952;584025.42;1131507.10;2013-12-07T00:00:00
1928171;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;264;;;67952;584481.07;1131834.83;2018-12-14T00:00:00
1928180;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;265;;;67952;583932.70;1131255.96;2013-12-07T00:00:00
1928198;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;266;;;67952;584300.70;1131396.09;2013-12-07T00:00:00
1928201;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;267;;;67952;584300.50;1131405.76;2013-12-07T00:00:00
1928210;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;268;;;67952;584301.33;1131414.02;2013-12-07T00:00:00
1928228;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;269;;;67952;584302.49;1131423.69;2013-12-07T00:00:00
1928236;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;270;;;67952;584301.27;1131433.46;2013-12-07T00:00:00
1928244;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;271;;;67952;583944.60;1131307.05;2013-12-07T00:00:00
1928252;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;272;;;67952;584014.57;1131267.24;2013-12-07T00:00:00
1928261;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;273;;;67952;584017.45;1131275.30;2013-12-07T00:00:00
1928279;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;274;;;67952;584038.10;1131380.90;2013-12-07T00:00:00
1928287;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;275;;;67952;584303.19;1131442.53;2013-12-07T00:00:00
1928295;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;276;;;67952;584032.44;1131302.08;2013-12-07T00:00:00
1928309;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;277;;;67952;584028.29;1131293.50;2013-12-07T00:00:00
1928317;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;278;;;67952;584062.52;1131297.43;2013-12-07T00:00:00
1928325;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;1240;;;67952;;;2011-07-01T00:00:00
1928333;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;1;;;67952;581328.30;1133067.16;2013-12-07T00:00:00
1928350;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;3;;;67952;581327.72;1132983.22;2013-12-07T00:00:00
1928368;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;4;;;67952;583959.32;1131216.61;2013-12-07T00:00:00
1928376;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;5;;;67952;583947.69;1131171.87;2018-12-14T00:00:00
1928384;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;6;;;67952;581351.84;1133265.64;2013-12-07T00:00:00
1928392;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;7;;;67952;581391.52;1133291.95;2013-12-07T00:00:00
1928406;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;8;;;67952;583957.16;1131201.73;2013-12-07T00:00:00
1928414;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;9;;;67952;583959.84;1131190.11;2013-12-07T00:00:00
1928422;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;10;;;67952;581320.30;1132951.27;2013-12-07T00:00:00
1928431;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;11;;;67952;581342.33;1133044.50;2013-12-07T00:00:00
1928449;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;12;;;67952;581336.66;1133169.42;2016-04-26T00:00:00
1928457;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;13;;;67952;581327.37;1132998.81;2013-12-07T00:00:00
1928465;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;14;;;67952;581333.89;1133169.79;2013-12-07T00:00:00
1928473;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;15;;;67952;584405.75;1131435.83;2013-12-07T00:00:00
1928481;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;16;;;67952;584290.62;1131836.12;2013-12-07T00:00:00
1928490;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;17;;;67952;;;2011-07-01T00:00:00
1928503;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;18;;;67952;;;2011-07-01T00:00:00
1928511;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;19;;;67952;;;2011-07-01T00:00:00
1928520;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;20;;;67952;;;2011-07-01T00:00:00
1928538;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;21;;;67952;;;2011-07-01T00:00:00
1928546;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;22;;;67952;;;2011-07-01T00:00:00
1928554;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;23;;;67952;;;2011-07-01T00:00:00
1928562;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;24;;;67952;;;2011-07-01T00:00:00
1928571;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;25;;;67952;;;2011-07-01T00:00:00
1928589;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;26;;;67952;;;2011-07-01T00:00:00
25276760;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;283;;;67952;583926.76;1131684.30;2013-12-07T00:00:00
25276778;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;282;;;67952;584030.43;1131231.26;2013-12-07T00:00:00
25276786;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;281;;;67952;584037.12;1131247.41;2013-12-07T00:00:00
25276794;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;280;;;67952;584045.42;1131264.09;2013-12-07T00:00:00
25276808;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;279;;;67952;584044.68;1131281.40;2014-02-11T00:00:00
25342924;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;284;;;67952;584013.18;1131835.77;2013-12-07T00:00:00
26942976;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;285;;;67952;584330.81;1131398.68;2013-12-07T00:00:00
26942984;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;286;;;67952;584086.42;1131918.92;2020-09-11T00:00:00
26942992;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;288;;;67952;584045.34;1131870.84;2013-12-07T00:00:00
26943000;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;289;;;67952;583931.07;1131835.44;2013-12-07T00:00:00
26943018;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;290;;;67952;584059.03;1131183.61;2013-12-07T00:00:00
27435946;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;296;;;67952;584124.78;1131907.76;2013-12-07T00:00:00
27435954;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;297;;;67952;584035.87;1132057.49;2013-12-07T00:00:00
27435962;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;298;;;67952;584044.03;1132078.37;2013-12-07T00:00:00
27435971;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;299;;;67952;584037.60;1132105.32;2013-12-07T00:00:00
27435989;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;300;;;67952;584058.67;1132117.25;2013-12-07T00:00:00
27435997;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;301;;;67952;584064.95;1132135.35;2013-12-07T00:00:00
27436004;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;302;;;67952;584109.03;1132112.65;2016-09-13T00:00:00
27436012;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;303;;;67952;584102.63;1132087.15;2019-05-24T00:00:00
27436021;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;304;;;67952;584320.85;1131369.90;2015-09-03T00:00:00
27436039;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;305;;;67952;584044.92;1131891.38;2020-07-07T00:00:00
28226607;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;294;;;67952;584009.37;1131359.85;2013-12-07T00:00:00
30959209;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;1;;;67952;583951.93;1131702.72;2013-12-07T00:00:00
30959217;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;51;;;67952;584238.73;1131546.53;2013-12-07T00:00:00
30959225;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;55;;;67952;584252.04;1131567.49;2013-12-07T00:00:00
30959233;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;58;;;67952;584228.40;1131481.63;2013-12-07T00:00:00
30959241;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;86;;;67952;583845.53;1131799.24;2013-12-07T00:00:00
30959250;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;102;;;67952;584316.61;1131523.87;2013-12-07T00:00:00
30959268;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;110;;;67952;584022.17;1131611.32;2013-12-07T00:00:00
30959284;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;153;;;67952;583085.90;1131387.06;2021-12-20T00:00:00
30959292;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;187;;;67952;584210.47;1131403.96;2017-05-17T00:00:00
30959306;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;287;;;67952;584039.37;1131849.34;2013-12-07T00:00:00
30959314;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;291;;;67952;584072.11;1131204.85;2013-12-07T00:00:00
30959322;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;292;;;67952;583948.31;1131341.21;2013-12-07T00:00:00
30959331;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;295;;;67952;583968.34;1131607.16;2013-12-07T00:00:00
30959349;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;71;;;67952;581326.19;1133121.11;2014-11-03T00:00:00
31336515;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;293;;;67952;584340.38;1131494.01;2018-02-16T00:00:00
40163482;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;62;;;67952;;;2011-07-01T00:00:00
75597926;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;130;;;67952;584109.88;1131995.61;2016-11-30T00:00:00
81185782;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;306;;;67952;583718.14;1131848.74;2020-10-05T00:00:00
81825293;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;308;;;67952;584343.81;1131630.10;2021-05-19T00:00:00
81961146;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.ev.;27;;;67952;581330.86;1133142.89;2021-07-29T00:00:00
82666601;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;307;;;67952;584074.49;1131879.11;2022-02-23T00:00:00
82808228;582751;Ћпбrnб;;;;;195537;Ћпбrnб;;;и.p.;309;;;67952;583900.83;1131070.88;2022-03-31T00:00:00
