Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
2987708;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;2;;;25724;718826.06;1070462.13;2013-12-02T00:00:00
2987716;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;7;;;25724;718796.19;1070578.38;2013-12-02T00:00:00
2987724;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;8;;;25724;718852.00;1070553.00;2013-12-02T00:00:00
2987732;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;9;;;25724;718864.25;1070491.00;2013-12-02T00:00:00
2987741;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;10;;;25724;718888.19;1070473.88;2013-12-02T00:00:00
2987759;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;13;;;25724;718963.94;1070376.63;2013-12-02T00:00:00
2987767;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;15;;;25724;719003.81;1070298.63;2013-12-02T00:00:00
2987775;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;18;;;25724;718958.50;1070205.88;2013-12-02T00:00:00
2987791;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;24;;;25724;718935.94;1070277.75;2013-12-02T00:00:00
2987805;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;25;;;25724;718886.88;1070249.50;2013-12-02T00:00:00
2987813;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;26;;;25724;719288.63;1070324.25;2013-12-02T00:00:00
2987821;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;27;;;25724;718869.56;1070346.63;2013-12-02T00:00:00
2987830;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;29;;;25724;718873.31;1070366.25;2013-12-02T00:00:00
2987848;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;31;;;25724;718769.75;1070347.88;2013-12-02T00:00:00
2987856;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;32;;;25724;718729.25;1070339.50;2013-12-02T00:00:00
2987864;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;33;;;25724;718721.75;1070362.01;2018-08-20T00:00:00
2987872;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;35;;;25724;718849.06;1070380.88;2013-12-02T00:00:00
2987881;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;36;;;25724;718501.56;1070627.63;2013-12-02T00:00:00
2987899;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;37;;;25724;718905.25;1070357.88;2013-12-02T00:00:00
2987902;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;38;;;25724;719028.63;1070497.50;2013-12-02T00:00:00
2987911;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;39;;;25724;718895.81;1070371.50;2013-12-02T00:00:00
2987929;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;40;;;25724;718748.92;1070710.10;2020-08-14T00:00:00
2987937;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;41;;;25724;718699.19;1070702.38;2013-12-02T00:00:00
2987945;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;43;;;25724;718596.31;1070669.13;2013-12-02T00:00:00
2987953;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;45;;;25724;718570.00;1070734.00;2013-12-02T00:00:00
2987961;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;46;;;25724;718968.38;1070081.25;2013-12-02T00:00:00
2987970;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;50;;;25724;718540.56;1070892.00;2013-12-02T00:00:00
2987988;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;51;;;25724;718544.31;1070912.50;2013-12-02T00:00:00
2987996;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;52;;;25724;718513.94;1070894.00;2013-12-02T00:00:00
2988003;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;53;;;25724;718536.19;1070827.75;2013-12-02T00:00:00
2988011;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;57;;;25724;718542.55;1070667.84;2013-12-02T00:00:00
2988020;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;58;;;25724;718560.19;1070682.15;2013-12-02T00:00:00
2988038;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;60;;;25724;719121.94;1070558.63;2013-12-02T00:00:00
2988046;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;61;;;25724;718908.94;1070437.50;2013-12-02T00:00:00
2988054;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;63;;;25724;718437.00;1068808.00;2013-12-02T00:00:00
2988071;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;69;;;25724;718539.75;1070803.75;2013-12-02T00:00:00
2988089;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;70;;;25724;718540.56;1070646.89;2015-05-25T00:00:00
2988097;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;73;;;25724;718516.82;1070876.61;2013-12-02T00:00:00
2988101;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;76;;;25724;718876.63;1070382.50;2013-12-02T00:00:00
2988119;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;78;;;25724;718466.88;1070611.50;2013-12-02T00:00:00
2988127;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;79;;;25724;718980.69;1070085.50;2013-12-02T00:00:00
2988135;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;80;;;25724;719006.69;1070341.00;2013-12-02T00:00:00
2988143;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;81;;;25724;718940.75;1070390.75;2013-12-02T00:00:00
2988151;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;82;;;25724;718945.94;1070233.63;2013-12-02T00:00:00
2988160;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;84;;;25724;718979.38;1070319.88;2013-12-02T00:00:00
2988178;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;87;;;25724;718686.25;1070700.00;2013-12-02T00:00:00
2988186;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;88;;;25724;718529.00;1070794.00;2013-12-02T00:00:00
2988194;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;90;;;25724;718851.69;1070370.50;2013-12-02T00:00:00
2988208;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;91;;;25724;718843.38;1070564.88;2013-12-02T00:00:00
2988216;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;96;;;25724;719214.00;1070295.00;2013-12-02T00:00:00
2988224;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;98;;;25724;718955.13;1070357.00;2013-12-02T00:00:00
2988232;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;99;;;25724;718468.06;1068848.00;2013-12-02T00:00:00
2988241;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;100;;;25724;718892.63;1070464.50;2013-12-02T00:00:00
2988259;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;102;;;25724;719162.00;1070195.75;2013-12-02T00:00:00
2988267;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;105;;;25724;719058.00;1070119.00;2013-12-02T00:00:00
2988275;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;106;;;25724;718977.31;1070267.88;2013-12-02T00:00:00
2988283;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;107;;;25724;719149.37;1070310.86;2013-12-02T00:00:00
2988291;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;108;;;25724;719092.00;1070059.00;2013-12-02T00:00:00
2988305;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;109;;;25724;719092.44;1070076.50;2013-12-02T00:00:00
2988313;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;111;;;25724;719174.39;1070305.64;2013-12-02T00:00:00
2988321;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;113;;;25724;719103.94;1070047.50;2013-12-02T00:00:00
2988330;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;114;;;25724;719658.00;1070255.00;2013-12-02T00:00:00
2988348;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;116;;;25724;718193.81;1070430.88;2013-12-02T00:00:00
2988356;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;117;;;25724;719035.67;1070373.08;2013-12-02T00:00:00
2988364;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;118;;;25724;719115.00;1070036.00;2013-12-02T00:00:00
2988372;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;120;;;25724;718439.81;1070592.13;2013-12-02T00:00:00
2988381;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;121;;;25724;719014.13;1070101.38;2013-12-02T00:00:00
2988399;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;125;;;25724;718088.00;1070303.00;2013-12-02T00:00:00
2988402;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;126;;;25724;719102.75;1070305.25;2013-12-02T00:00:00
2988411;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;129;;;25724;719149.63;1070341.63;2013-12-02T00:00:00
2988429;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;131;;;25724;719166.56;1069992.63;2013-12-02T00:00:00
2988445;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;134;;;25724;718679.81;1070303.50;2013-12-02T00:00:00
2988453;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;135;;;25724;719109.88;1070583.50;2013-12-02T00:00:00
2988461;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;136;;;25724;718455.00;1070406.00;2013-12-02T00:00:00
2988470;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;138;;;25724;719187.75;1070331.50;2013-12-02T00:00:00
2988496;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;140;;;25724;718955.38;1070526.88;2013-12-02T00:00:00
2988500;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;141;;;25724;718754.31;1070095.25;2013-12-02T00:00:00
2988518;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;142;;;25724;718729.19;1070038.13;2013-12-02T00:00:00
2988526;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;143;;;25724;718767.69;1070052.88;2013-12-02T00:00:00
2988542;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;146;;;25724;718782.88;1069948.63;2013-12-02T00:00:00
2988551;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;150;;;25724;718416.81;1071026.50;2013-12-02T00:00:00
2988569;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;151;;;25724;718458.91;1070996.68;2020-08-19T00:00:00
2988577;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;152;;;25724;718806.50;1070175.88;2013-12-02T00:00:00
2988585;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;153;;;25724;719140.81;1070012.00;2013-12-02T00:00:00
2988593;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;156;;;25724;718758.69;1070000.75;2013-12-02T00:00:00
2988607;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;158;;;25724;718787.00;1069915.00;2013-12-02T00:00:00
2988615;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;159;;;25724;718786.17;1069933.31;2019-10-09T00:00:00
2988623;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;160;;;25724;718982.56;1070523.88;2013-12-02T00:00:00
2988631;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;162;;;25724;718836.94;1070586.75;2013-12-02T00:00:00
2988640;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;163;;;25724;719325.00;1070219.25;2013-12-02T00:00:00
2988658;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;164;;;25724;719243.50;1070209.63;2013-12-02T00:00:00
2988666;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;165;;;25724;718779.81;1069980.38;2013-12-02T00:00:00
2988674;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;166;;;25724;718725.61;1070511.45;2013-12-02T00:00:00
2988682;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;170;;;25724;718750.13;1070511.13;2013-12-02T00:00:00
2988691;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;171;;;25724;718999.00;1070091.00;2013-12-02T00:00:00
2988704;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;173;;;25724;718641.13;1070191.75;2013-12-02T00:00:00
2988712;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;175;;;25724;718642.44;1070504.00;2013-12-02T00:00:00
2988721;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;178;;;25724;719016.94;1070520.63;2013-12-02T00:00:00
2988739;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;179;;;25724;718986.06;1070249.50;2013-12-02T00:00:00
2988747;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;181;;;25724;719087.12;1070437.85;2017-04-26T00:00:00
2988755;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;182;;;25724;718675.44;1070509.50;2013-12-02T00:00:00
2988763;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;183;;;25724;719066.81;1070356.50;2013-12-02T00:00:00
2988771;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;184;;;25724;718316.06;1070244.00;2013-12-02T00:00:00
2988780;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;186;;;25724;718736.32;1069982.54;2013-12-02T00:00:00
2988798;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;188;;;25724;718753.66;1070310.06;2013-12-02T00:00:00
2988810;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;190;;;25724;719049.48;1070295.95;2021-04-09T00:00:00
2988828;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;191;;;25724;719070.29;1070291.52;2013-12-02T00:00:00
2988836;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;193;;;25724;718682.06;1070189.25;2013-12-02T00:00:00
2988844;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;194;;;25724;718110.56;1070314.75;2013-12-02T00:00:00
2988852;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;195;;;25724;718739.69;1070307.75;2013-12-02T00:00:00
2988861;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;197;;;25724;718561.27;1070489.61;2013-12-02T00:00:00
2988879;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;198;;;25724;718734.50;1069893.13;2013-12-02T00:00:00
2988887;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;199;;;25724;719091.38;1070522.75;2013-12-02T00:00:00
2988895;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;201;;;25724;718973.00;1070034.00;2013-12-02T00:00:00
2988909;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;202;;;25724;719008.63;1070058.25;2013-12-02T00:00:00
2988917;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;203;;;25724;719028.75;1070055.00;2013-12-02T00:00:00
2988925;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;204;;;25724;719037.88;1070521.25;2013-12-02T00:00:00
2988933;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;209;;;25724;718755.00;1069981.00;2013-12-02T00:00:00
2988941;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;210;;;25724;718757.25;1070271.88;2013-12-02T00:00:00
2988950;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;212;;;25724;719087.13;1070191.63;2013-12-02T00:00:00
2988968;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;214;;;25724;718682.00;1070242.00;2013-12-02T00:00:00
2988976;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;215;;;25724;719341.19;1070191.38;2013-12-02T00:00:00
2988984;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;219;;;25724;718284.86;1070284.60;2013-12-02T00:00:00
2988992;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;220;;;25724;719164.06;1070387.00;2013-12-02T00:00:00
2989026;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;231;;;25724;718680.19;1070269.50;2013-12-02T00:00:00
2989042;529796;Chocerady;;;;;52035;Komornн Hrбdek;;;и.p.;234;;;25724;719008.29;1071314.20;2014-02-04T00:00:00
2989069;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;236;;;25724;719130.69;1070229.88;2013-12-02T00:00:00
2989077;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;237;;;25724;719101.25;1070560.88;2013-12-02T00:00:00
2989085;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;239;;;25724;718873.75;1070223.00;2013-12-02T00:00:00
2989093;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;241;;;25724;718757.49;1070566.13;2013-12-02T00:00:00
2989107;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;247;;;25724;718718.81;1070191.25;2013-12-02T00:00:00
2989115;529796;Chocerady;;;;;52027;Chocerady;;;и.p.;248;;;25724;718798.13;1070238.50;2013-12-02T00:00:00
