Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
11474645;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;1;;;28504;696646.13;1069609.50;2013-12-04T00:00:00
11474653;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;2;;;28504;696336.20;1069268.54;2019-03-20T00:00:00
11474661;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;3;;;28504;696295.38;1069079.63;2013-12-04T00:00:00
11474688;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;5;;;28504;696638.00;1069642.25;2013-12-04T00:00:00
11474696;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;6;;;28504;696591.19;1069644.50;2013-12-04T00:00:00
11474700;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;7;;;28504;696488.19;1069741.25;2013-12-04T00:00:00
11474718;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;8;;;28504;696450.63;1069772.38;2013-12-04T00:00:00
11474726;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;9;;;28504;696343.94;1069207.50;2013-12-04T00:00:00
11474734;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;10;;;28504;696442.44;1069586.33;2013-12-04T00:00:00
11474742;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;12;;;28504;696495.06;1069562.13;2013-12-04T00:00:00
11474751;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;13;;;28504;696557.50;1069547.38;2013-12-04T00:00:00
11474769;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;14;;;28504;696555.56;1069511.38;2013-12-04T00:00:00
11474777;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;16;;;28504;696512.06;1069506.88;2013-12-04T00:00:00
11474785;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;17;;;28504;696462.06;1069538.88;2013-12-04T00:00:00
11474793;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;18;;;28504;696398.63;1069445.38;2013-12-04T00:00:00
11474807;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;19;;;28504;696445.69;1069311.00;2013-12-04T00:00:00
11474815;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;20;;;28504;696422.50;1069270.00;2013-12-04T00:00:00
11474823;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;21;;;28504;696415.31;1069230.38;2013-12-04T00:00:00
11474840;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;25;;;28504;696341.44;1069249.38;2013-12-04T00:00:00
11474858;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;26;;;28504;696363.81;1069279.38;2013-12-04T00:00:00
11474866;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;27;;;28504;696359.06;1069305.13;2013-12-04T00:00:00
11474874;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;28;;;28504;696321.13;1069138.75;2013-12-04T00:00:00
11474882;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;29;;;28504;696516.31;1069565.00;2013-12-04T00:00:00
11474891;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;30;;;28504;696471.19;1069518.00;2013-12-04T00:00:00
11474904;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;31;;;28504;696542.00;1069480.00;2013-12-04T00:00:00
11474912;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;32;;;28504;696503.56;1069451.88;2013-12-04T00:00:00
11474921;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;33;;;28504;696389.13;1069170.75;2013-12-04T00:00:00
11474939;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;34;;;28504;696309.31;1069107.00;2013-12-04T00:00:00
11474947;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;35;;;28504;696448.00;1069615.38;2013-12-04T00:00:00
11474963;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;37;;;28504;696585.00;1069572.25;2013-12-04T00:00:00
11474971;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;38;;;28504;696383.88;1069316.88;2013-12-04T00:00:00
11474980;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;39;;;28504;696538.53;1069721.67;2013-12-04T00:00:00
11474998;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;40;;;28504;696428.81;1069360.38;2013-12-04T00:00:00
11475005;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;41;;;28504;696335.06;1069084.25;2013-12-04T00:00:00
11475013;534277;Onomyšl;;;;;111309;Køeèovice;;;è.p.;42;;;28504;696310.64;1069183.39;2013-12-04T00:00:00
11475021;534277;Onomyšl;;;;;111317;Miletín;;;è.p.;1;;;28504;695047.06;1068559.00;2013-12-04T00:00:00
11475030;534277;Onomyšl;;;;;111317;Miletín;;;è.p.;3;;;28504;694998.31;1068548.50;2013-12-04T00:00:00
11475048;534277;Onomyšl;;;;;111317;Miletín;;;è.p.;4;;;28504;694983.00;1068568.63;2013-12-04T00:00:00
11475056;534277;Onomyšl;;;;;111317;Miletín;;;è.p.;5;;;28504;694952.38;1068562.63;2013-12-04T00:00:00
11475064;534277;Onomyšl;;;;;111317;Miletín;;;è.p.;6;;;28504;694922.19;1068588.00;2013-12-04T00:00:00
11475072;534277;Onomyšl;;;;;111317;Miletín;;;è.p.;7;;;28504;694985.00;1068616.13;2013-12-04T00:00:00
11475081;534277;Onomyšl;;;;;111317;Miletín;;;è.p.;8;;;28504;695005.94;1068598.88;2013-12-04T00:00:00
